wdur,twdur,age,jobno2,single,hrswk,size,marri,female,white,rhrpay2,ind_pub,highsch,graduate,hrswk_sq
23,135,22,4,1,30,50,"Never-married",0,1,76,0,0,0,900
16,413,29,6,1,15,-4,"Married",0,1,355,0,0,0,225
122,535,31,7,1,60,13,"Married",0,1,,0,0,0,3600
42,42,20,1,1,25,10000,"Never-married",0,1,437,0,1,0,625
62,108,22,4,0,30,18000,"Never-married",0,1,390,0,1,0,900
4,114,22,5,0,18,-4,"Never-married",0,1,2230,0,1,0,324
52,169,23,6,1,40,300,"Married",0,1,378,0,1,0,1600
42,211,24,7,1,15,2,"Married",0,1,583,0,1,0,225
43,300,27,10,1,40,6,"Divorced",0,1,355,0,1,0,1600
66,66,19,1,1,42,7,"Never-married",0,1,338,0,1,0,1764
7,73,19,2,1,40,-4,"Never-married",0,1,307,0,1,0,1600
7,80,19,3,1,10,-4,"Never-married",0,1,348,0,1,0,100
212,292,23,4,1,70,7,"Never-married",0,1,291,0,1,0,4900
27,319,24,5,1,45,-4,"Married",0,1,339,0,1,0,2025
90,807,33,7,1,40,-4,"Married",0,1,765,0,1,0,1600
31,31,21,1,1,40,14,"Never-married",1,1,291,0,1,0,1600
21,70,17,2,1,40,50,"Never-married",0,0,338,0,0,0,1600
32,323,24,6,1,30,30,"Never-married",0,0,297,0,0,0,900
102,425,25,7,0,40,4,"Never-married",0,0,744,0,0,0,1600
4,4,18,1,1,25,-4,"Never-married",1,0,229,0,0,0,625
2,6,18,2,1,25,-4,"Never-married",1,0,231,0,0,0,625
127,147,23,5,0,17,300,"Never-married",1,0,323,0,1,0,289
18,314,27,8,0,12,5,"Married",1,0,358,0,0,1,144
234,550,33,9,1,38,400,"Married",1,0,426,1,0,1,1444
91,528,33,4,1,40,10,"Never-married",1,0,299,1,0,1,1600
5,533,33,5,0,24,7,"Never-married",1,0,306,1,0,1,576
130,130,19,1,1,25,25,"Never-married",0,0,229,0,1,0,625
264,394,24,2,0,30,12000,"Never-married",0,0,452,0,1,0,900
217,811,33,4,1,40,-4,"Never-married",0,0,306,0,1,0,1600
38,115,25,2,1,40,25,"Never-married",0,0,213,0,0,0,1600
43,126,22,5,0,38,115,"Never-married",0,0,315,0,0,0,1444
5,245,25,6,0,23,100,"Married",0,0,354,0,0,0,529
443,458,32,2,0,20,5,"Never-married",1,0,230,0,1,0,400
213,213,24,1,1,40,60,"Never-married",0,0,324,0,1,0,1600
124,600,33,5,1,65,150,"Never-married",0,0,431,0,1,0,4225
5,165,22,3,1,40,-4,"Never-married",1,0,335,0,1,0,1600
64,229,24,4,0,36,200,"Never-married",1,0,376,0,1,0,1296
122,354,26,4,0,30,-2,"Never-married",1,0,366,0,1,0,900
93,468,28,4,0,30,200,"Never-married",1,0,375,0,1,0,900
509,509,32,1,1,40,25,"Never-married",1,0,482,0,0,1,1600
13,13,22,1,0,40,-4,"Never-married",1,0,252,0,1,0,1600
230,230,24,1,1,30,-4,"Married",1,0,232,0,1,0,900
10,285,24,3,1,40,-4,"Married",1,0,288,0,1,0,1600
325,610,31,4,1,40,400,"Married",1,0,362,0,1,0,1600
40,73,20,2,0,0,100,"Never-married",1,0,259,0,0,0,0
59,225,25,8,0,40,-4,"Never-married",1,0,269,0,0,0,1600
11,11,18,1,1,25,-4,"Never-married",1,0,229,0,1,0,625
45,262,28,6,1,36,-4,"Never-married",1,0,303,0,1,0,1296
2,298,33,8,1,40,-4,"Never-married",1,0,225,0,1,0,1600
26,168,32,13,0,30,12,"Married",1,1,193,1,0,0,900
173,173,23,1,1,40,6,"Married",0,1,371,0,0,0,1600
2,83,25,8,1,40,-4,"Never-married",1,0,360,0,1,0,1600
66,97,23,3,0,8,-4,"Never-married",0,0,360,0,0,0,64
6,24,21,2,0,5,3,"Never-married",0,0,355,1,1,0,25
15,49,21,3,1,24,-4,"Never-married",0,0,256,0,1,0,576
9,241,25,5,0,25,-4,"Never-married",0,0,350,0,1,0,625
403,655,33,6,1,20,40,"Married",0,0,405,1,1,0,400
37,37,20,1,1,43,30,"Never-married",0,0,252,0,1,0,1849
3,40,20,2,1,20,-4,"Never-married",0,0,262,0,1,0,400
177,217,23,3,0,40,10,"Married",0,0,315,0,1,0,1600
8,258,24,3,1,40,10,"Married",0,0,309,0,1,0,1600
7,372,28,11,1,40,-4,"Married",0,0,299,0,1,0,1600
144,144,20,1,1,35,10,"Never-married",0,1,276,0,1,0,1225
9,9,20,1,1,35,-4,"Never-married",0,1,379,0,0,0,1225
25,34,20,2,1,40,45,"Never-married",0,1,358,0,0,0,1600
39,73,21,3,1,40,500,"Married",0,1,256,0,0,0,1600
16,89,21,4,1,37,5,"Married",0,1,327,0,0,0,1369
9,98,22,5,1,40,-4,"Married",0,1,282,0,0,0,1600
7,105,22,6,1,25,-4,"Married",0,1,322,0,0,0,625
115,249,25,9,1,40,200,"Married",0,1,334,0,0,0,1600
134,383,27,10,1,52,30,"Married",0,1,455,0,0,0,2704
38,421,28,11,1,40,50,"Married",0,1,337,0,0,0,1600
86,657,35,14,1,40,50,"Married",0,1,498,0,0,0,1600
38,695,35,15,1,50,12,"Married",0,1,382,0,0,0,2500
4,699,35,16,0,20,-4,"Married",0,1,260,0,0,0,400
231,231,27,1,1,40,-2,"Never-married",1,1,315,1,1,0,1600
76,76,18,1,1,24,18,"Never-married",1,0,278,0,1,0,576
4,148,22,4,1,40,-4,"Never-married",1,0,297,0,1,0,1600
11,88,30,2,0,8,-4,"Never-married",0,0,322,0,0,0,64
37,146,34,4,0,37,15,"Married",0,0,231,0,0,0,1369
120,120,22,1,0,30,30,"Never-married",1,0,328,0,1,0,900
413,510,33,3,0,40,200,"Never-married",0,0,459,0,1,0,1600
3,12,19,3,1,30,-4,"Never-married",0,1,250,0,0,0,900
45,100,21,7,1,40,-2,"Never-married",0,1,307,0,0,0,1600
3,133,22,10,1,23,-4,"Never-married",0,1,207,0,0,0,529
3,136,22,11,1,32,-4,"Never-married",0,1,238,0,0,0,1024
6,314,26,16,0,40,-4,"Never-married",0,1,185,0,0,0,1600
11,11,18,1,1,35,-4,"Never-married",1,0,262,0,1,0,1225
14,25,18,2,1,40,30,"Never-married",1,0,100,0,1,0,1600
6,31,19,3,1,30,-4,"Never-married",1,0,276,0,1,0,900
49,111,22,6,1,40,100,"Never-married",1,0,288,0,1,0,1600
8,303,31,9,0,16,-4,"Divorced",1,0,222,0,1,0,256
255,361,30,4,1,40,120,"Married",1,0,284,0,1,0,1600
95,532,34,6,1,29,150,"Divorced",1,0,337,0,1,0,841
15,547,34,7,1,26,-4,"Divorced",1,0,253,0,1,0,676
25,238,26,7,1,40,10,"Never-married",0,1,333,0,0,0,1600
6,244,27,8,1,30,-4,"Never-married",0,1,288,0,0,0,900
81,512,35,12,1,40,10,"Never-married",0,1,306,0,0,0,1600
21,389,26,11,0,40,-4,"Married",0,1,875,0,1,0,1600
10,150,22,3,0,25,6,"Never-married",1,1,394,0,0,1,625
347,347,29,1,1,40,25,"Never-married",0,1,498,1,0,1,1600
16,363,29,2,1,20,-4,"Never-married",0,1,732,1,0,1,400
10,79,22,5,1,24,-4,"Married",1,1,203,0,1,0,576
148,255,23,6,0,35,1,"Divorced",1,1,102,0,1,0,1225
18,143,24,9,1,30,1000,"Never-married",1,1,320,1,1,0,900
3,198,26,12,0,40,7000,"Married",1,1,436,1,1,0,1600
122,122,22,1,1,40,-2,"Never-married",0,1,668,0,1,0,1600
58,58,20,1,1,40,26,"Married",0,1,532,0,1,0,1600
174,232,23,2,1,40,8,"Married",0,1,483,0,1,0,1600
67,299,25,3,0,40,600,"Married",0,1,810,0,1,0,1600
147,481,33,4,1,20,-4,"Married",1,1,233,1,1,0,400
7,488,33,5,1,24,-4,"Married",1,1,623,1,1,0,576
43,531,35,6,0,55,10,"Married",1,1,797,1,1,0,3025
157,157,22,1,0,10,-2,"Never-married",1,1,216,0,1,0,100
37,208,23,2,1,50,-2,"Never-married",1,1,455,1,0,1,2500
8,8,20,1,1,15,-4,"Never-married",0,1,211,0,1,0,225
108,119,22,3,1,35,4,"Married",0,1,432,0,1,0,1225
5,75,24,5,1,35,-4,"Separated",1,1,90,0,0,0,1225
73,215,28,9,1,50,6,"Separated",1,1,242,0,0,0,2500
44,445,29,10,1,40,5,"Married",0,1,347,0,1,0,1600
106,106,19,1,1,35,-4,"Never-married",1,1,245,0,1,0,1225
187,293,22,2,1,40,5,"Married",1,1,384,0,1,0,1600
147,697,31,6,0,24,-2,"Married",1,1,716,0,1,0,576
44,51,19,3,1,20,4,"Never-married",1,1,266,0,0,0,400
9,23,23,3,1,35,-4,"Never-married",0,1,576,0,1,0,1225
43,66,24,4,1,32,2,"Never-married",0,1,446,0,1,0,1024
76,76,18,1,1,40,80,"Never-married",1,1,348,0,1,0,1600
108,184,21,2,1,25,200,"Married",1,1,453,0,1,0,625
81,379,30,8,1,25,5,"Married",1,1,498,0,1,0,625
11,390,30,9,1,40,-4,"Married",1,1,498,0,1,0,1600
129,129,20,1,1,40,20,"Never-married",0,0,316,0,0,0,1600
187,187,19,1,1,30,-2,"Never-married",0,0,236,0,0,0,900
90,459,25,3,0,38,36,"Never-married",0,0,269,0,0,0,1444
18,110,24,5,1,40,-2,"Never-married",1,0,324,1,0,0,1600
25,135,24,6,1,40,15,"Never-married",1,0,324,1,0,0,1600
42,177,25,7,1,40,-2,"Never-married",1,0,350,1,0,0,1600
6,24,20,2,1,30,-4,"Never-married",1,0,307,0,1,0,900
100,140,24,6,0,40,-2,"Never-married",1,0,345,0,1,0,1600
18,162,24,7,1,25,-2,"Never-married",1,0,295,0,1,0,625
25,300,29,9,0,40,-4,"Married",1,0,268,0,1,0,1600
40,71,19,2,1,29,5,"Never-married",1,0,266,0,0,0,841
38,109,20,3,1,30,13,"Never-married",1,0,276,0,0,0,900
91,164,26,3,0,40,-4,"Never-married",1,0,324,0,0,0,1600
1,204,26,3,0,40,-4,"Never-married",1,0,315,0,0,0,1600
15,154,23,7,0,40,1500,"Never-married",1,0,303,0,0,0,1600
8,207,26,11,0,40,-4,"Never-married",1,0,210,0,0,0,1600
226,293,31,3,1,40,10,"Married",0,0,350,0,0,0,1600
46,339,31,4,1,25,100,"Married",0,0,404,0,0,0,625
108,108,18,1,0,30,2,"Never-married",1,0,271,0,0,0,900
22,189,18,3,0,30,3,"Never-married",1,0,290,0,0,0,900
13,206,19,4,1,40,4,"Never-married",1,0,370,0,0,0,1600
2,208,19,5,1,50,-4,"Never-married",1,0,435,0,0,0,2500
82,299,24,7,1,40,400,"Never-married",1,0,477,1,0,0,1600
69,368,25,8,1,40,30,"Never-married",1,0,427,1,0,0,1600
35,403,26,9,1,40,-2,"Never-married",1,0,517,1,0,0,1600
18,63,17,3,0,30,50,"Never-married",1,0,158,0,0,0,900
35,100,18,3,0,35,40,"Never-married",1,0,144,0,0,0,1225
51,194,20,7,1,40,100,"Married",1,0,347,0,0,0,1600
4,198,20,8,0,40,30,"Married",1,0,337,0,0,0,1600
25,281,23,11,1,25,20,"Separated",1,0,256,0,0,0,625
227,508,27,12,1,40,10,-3,1,0,288,0,0,0,1600
92,109,19,2,0,38,15,"Never-married",1,0,211,0,1,0,1444
2,325,31,7,1,40,-4,"Married",1,0,284,1,1,0,1600
95,420,33,8,1,33,13,"Married",1,0,322,0,1,0,1089
63,63,23,1,0,30,10,"Never-married",1,0,78,0,0,1,900
2,84,23,2,0,40,25,"Never-married",1,0,230,0,0,1,1600
152,248,26,2,1,37,40,"Never-married",1,0,339,0,0,1,1369
34,282,27,4,1,40,1000,"Never-married",1,0,337,0,0,1,1600
97,97,19,1,1,30,15,"Never-married",0,1,203,0,0,0,900
7,104,19,2,1,25,-4,"Never-married",0,1,218,0,0,0,625
16,185,21,4,1,40,300,"Married",0,1,280,0,0,0,1600
36,513,29,9,1,40,35,"Divorced",0,1,363,0,0,0,1600
60,60,18,1,0,40,-2,"Never-married",0,1,227,0,1,0,1600
8,82,19,3,0,20,11,"Never-married",0,1,245,0,1,0,400
319,407,26,5,0,32,2400,"Never-married",0,1,389,1,0,1,1024
8,156,29,5,1,32,-4,"Never-married",1,1,201,0,0,1,1024
100,256,31,6,1,40,1,"Never-married",1,1,397,1,0,1,1600
3,359,33,8,0,16,-4,"Never-married",1,1,306,0,0,1,256
23,70,21,6,1,40,100,"Married",1,0,393,0,0,0,1600
15,109,23,8,1,40,4,"Married",1,0,188,0,0,0,1600
107,450,32,12,1,40,7,"Married",1,0,383,0,0,0,1600
25,25,21,1,0,40,8,"Never-married",1,1,435,0,1,0,1600
3,36,22,2,1,20,-4,"Never-married",1,1,278,0,1,0,400
35,71,22,3,1,35,20,"Never-married",1,1,484,0,1,0,1225
12,84,27,4,0,20,-4,"Never-married",0,1,67,0,0,1,400
223,344,33,7,1,40,800,"Married",0,1,500,0,0,1,1600
13,13,17,1,1,35,20,"Never-married",1,1,244,0,0,0,1225
26,40,18,3,0,25,20,"Never-married",1,1,267,0,0,0,625
31,84,19,5,1,20,-2,"Never-married",1,1,305,0,0,0,400
29,195,25,10,0,40,50,"Married",1,1,297,0,0,0,1600
35,248,26,12,1,40,200,"Married",1,1,324,0,0,0,1600
35,187,22,2,0,40,30,"Never-married",0,1,307,0,1,0,1600
17,240,23,4,0,60,4,"Never-married",0,1,260,0,1,0,3600
8,266,24,4,0,40,10,"Never-married",0,1,125,0,1,0,1600
6,6,18,1,1,38,-4,"Never-married",0,1,276,0,1,0,1444
9,15,18,2,1,15,-4,"Never-married",0,1,322,0,1,0,225
61,147,21,4,1,40,5,"Never-married",0,1,371,0,1,0,1600
36,183,21,5,0,40,4,"Never-married",0,1,464,0,1,0,1600
65,252,23,6,1,40,30,"Never-married",0,1,350,0,1,0,1600
30,282,23,7,1,40,3,"Never-married",0,1,350,0,1,0,1600
87,369,25,8,1,40,100,"Never-married",0,1,406,0,1,0,1600
90,523,29,10,1,40,6,"Married",0,1,358,0,1,0,1600
28,69,21,2,1,40,50,"Never-married",0,1,348,0,0,0,1600
40,109,22,3,1,40,400,"Never-married",0,1,399,0,0,0,1600
12,121,22,4,1,40,-4,"Never-married",0,1,343,0,0,0,1600
28,28,19,1,0,25,20,"Never-married",0,0,242,0,1,0,625
56,137,22,5,1,40,275,"Never-married",0,0,360,0,1,0,1600
93,290,26,7,0,16,80,"Never-married",0,0,331,1,1,0,256
116,116,19,1,1,30,7,"Never-married",1,1,256,0,1,0,900
18,134,19,2,1,40,5,"Never-married",1,1,348,0,1,0,1600
30,517,27,5,1,40,10,"Divorced",1,1,280,0,1,0,1600
6,98,18,2,1,36,-4,"Never-married",0,1,272,0,1,0,1296
18,117,19,4,0,20,40,"Never-married",0,1,87,0,1,0,400
9,147,21,6,0,32,2,"Never-married",0,1,215,0,1,0,1024
11,11,17,1,1,35,-4,"Never-married",1,1,231,0,0,0,1225
14,64,20,5,1,40,7,"Never-married",1,1,276,0,0,0,1600
3,70,21,7,1,40,-4,"Never-married",1,1,192,0,0,0,1600
11,81,21,8,1,40,-4,"Never-married",1,1,336,0,0,0,1600
6,87,21,9,1,40,-4,"Never-married",1,1,328,0,0,0,1600
58,223,27,16,1,32,3,"Never-married",1,1,312,0,0,0,1024
16,16,18,1,1,40,20,"Married",1,1,348,0,0,0,1600
17,33,19,2,1,40,-2,"Married",1,1,347,0,0,0,1600
17,322,25,4,1,30,-2,"Divorced",1,1,234,0,0,0,900
17,339,25,5,1,20,-2,"Divorced",1,1,216,0,0,0,400
16,355,26,6,1,25,5,"Divorced",1,1,245,1,0,0,625
125,125,18,1,0,40,25,"Never-married",0,0,370,0,1,0,1600
5,143,18,2,1,40,-4,"Never-married",0,0,400,0,1,0,1600
17,17,19,1,1,30,27,"Never-married",0,0,235,0,0,0,900
71,88,21,2,0,40,35,"Never-married",0,0,484,0,0,0,1600
52,223,28,6,1,40,50,"Never-married",0,0,258,0,0,0,1600
4,227,29,7,1,40,-4,"Never-married",0,0,266,0,0,0,1600
41,41,18,1,0,26,-2,"Never-married",0,0,284,0,1,0,676
8,213,21,4,1,12,-4,"Never-married",0,0,217,0,1,0,144
14,279,23,7,0,40,-2,"Never-married",0,0,343,0,1,0,1600
7,302,24,10,0,40,-4,"Never-married",0,0,347,0,1,0,1600
164,467,26,11,1,40,50,"Never-married",0,0,338,0,1,0,1600
110,577,29,12,0,40,-4,"Never-married",0,0,301,0,1,0,1600
171,776,31,12,0,40,-4,"Never-married",0,0,286,0,1,0,1600
2,2,21,1,1,56,-4,"Never-married",0,0,377,0,1,0,3136
78,78,17,1,0,35,25,"Never-married",0,1,262,0,1,0,1225
182,312,23,3,0,30,40,"Never-married",0,1,307,0,1,0,900
2,2,20,1,0,15,-4,"Never-married",1,1,2049,0,1,0,225
13,77,20,4,0,20,15,"Never-married",1,1,242,0,1,0,400
23,104,20,4,1,20,15,"Never-married",1,1,242,0,1,0,400
138,253,23,7,1,40,15,"Married",1,1,381,1,1,0,1600
255,508,28,8,1,36,15,"Married",1,1,898,1,1,0,1296
47,555,29,9,1,40,-4,"Married",1,1,839,1,1,0,1600
62,62,22,1,1,40,64,"Never-married",0,1,307,0,1,0,1600
81,81,25,1,1,40,55,"Never-married",0,1,74,0,0,1,1600
11,11,18,1,1,20,-4,"Never-married",1,1,327,0,1,0,400
6,28,18,3,1,40,-4,"Never-married",1,1,289,0,1,0,1600
11,53,18,5,1,40,-4,"Never-married",1,1,94,0,1,0,1600
10,63,18,6,1,40,-4,"Never-married",1,1,229,0,1,0,1600
11,85,19,8,1,40,-4,"Never-married",1,1,326,0,1,0,1600
4,89,19,9,1,30,-4,"Never-married",1,1,228,0,1,0,900
19,108,19,10,1,126,1,"Never-married",1,1,345,0,1,0,15876
7,122,21,12,1,21,-4,"Never-married",1,1,245,0,1,0,441
2,175,22,15,1,60,-4,"Never-married",1,1,201,0,1,0,3600
11,186,23,16,1,50,-4,"Never-married",1,1,295,0,1,0,2500
9,195,23,17,1,40,-4,"Never-married",1,1,256,0,1,0,1600
6,218,23,19,1,40,-4,"Never-married",1,1,276,0,1,0,1600
24,257,25,22,1,40,-2,"Never-married",1,1,269,0,1,0,1600
11,309,35,28,1,40,-4,"Married",1,1,306,1,1,0,1600
8,8,19,1,1,40,-4,"Married",1,1,274,0,1,0,1600
18,26,19,2,1,40,2,"Married",1,1,276,0,1,0,1600
146,180,24,4,1,30,150,"Married",1,1,315,0,1,0,900
314,567,34,8,1,36,300,"Married",1,1,315,1,1,0,1296
492,492,26,1,0,46,425,"Never-married",1,0,439,0,0,1,2116
22,22,20,1,0,40,30,"Never-married",0,0,81,0,1,0,1600
16,46,21,3,0,40,225,"Never-married",0,0,297,0,1,0,1600
11,63,21,4,1,30,50,"Never-married",0,0,79,0,1,0,900
45,127,23,7,1,40,45,"Never-married",0,0,74,0,1,0,1600
21,148,23,8,1,40,55,"Never-married",0,0,74,0,1,0,1600
74,306,27,12,1,40,65,"Never-married",0,0,68,0,1,0,1600
8,333,29,14,1,35,-4,"Never-married",0,0,252,0,1,0,1225
24,437,31,16,0,40,-4,"Married",0,0,65,0,1,0,1600
92,92,17,1,1,10,1,"Never-married",1,1,217,0,0,0,100
11,130,17,3,0,40,15,"Never-married",1,1,337,0,0,0,1600
405,542,25,4,0,36,-2,"Never-married",1,1,741,1,0,1,1296
7,38,19,2,0,25,-4,"Never-married",1,1,84,0,0,0,625
7,54,20,4,1,40,-4,"Never-married",1,1,326,0,0,0,1600
32,105,21,6,0,35,60,"Never-married",1,1,275,0,0,0,1225
28,159,22,9,1,25,-2,"Never-married",1,1,252,0,0,0,625
10,339,27,17,1,40,1,"Married",1,1,258,1,0,0,1600
1,340,29,18,0,40,500,"Married",1,1,338,0,0,0,1600
98,147,27,3,1,40,10,"Married",1,1,505,1,0,1,1600
77,77,19,1,1,20,-2,"Never-married",1,1,300,1,1,0,400
49,136,21,3,1,40,50,"Never-married",1,1,409,1,1,0,1600
348,484,28,4,1,36,-2,"Divorced",1,1,633,1,1,0,1296
4,488,28,5,1,36,-4,"Divorced",1,1,623,1,1,0,1296
97,585,30,6,1,36,40,"Divorced",1,1,509,1,1,0,1296
267,267,23,1,0,20,12,"Never-married",0,1,360,0,1,0,400
25,25,18,1,1,30,40,"Never-married",0,1,316,0,0,0,900
118,143,21,2,1,40,80,"Married",0,1,288,0,0,0,1600
38,38,18,1,1,28,20,"Never-married",1,1,233,0,1,0,784
44,294,32,5,1,20,30,"Married",1,1,1032,1,0,1,400
74,74,19,1,0,35,300,"Married",1,1,314,0,1,0,1225
34,34,19,1,1,40,20,"Never-married",1,1,122,0,0,0,1600
8,168,23,8,0,40,-4,"Never-married",1,1,343,0,0,0,1600
1,190,24,10,0,45,15,"Never-married",1,1,288,0,0,0,2025
21,232,25,11,0,25,-4,"Never-married",1,1,350,0,0,0,625
91,91,24,1,1,65,1000,"Never-married",1,1,504,0,0,1,4225
10,71,19,6,0,35,35,"Never-married",0,1,326,0,0,0,1225
90,90,20,1,0,40,280,"Never-married",1,1,267,0,1,0,1600
5,179,20,2,1,25,20,"Never-married",1,1,217,0,1,0,625
308,529,28,6,1,40,50,"Divorced",1,1,,0,1,0,1600
102,631,30,7,0,10,6,"Divorced",1,1,324,0,1,0,100
104,379,29,6,1,40,3,"Divorced",0,1,790,0,0,0,1600
19,19,22,1,0,15,-4,"Never-married",0,1,18,1,1,0,225
87,144,24,2,1,40,-2,"Never-married",0,1,35,0,1,0,1600
25,169,25,3,1,35,13,"Never-married",0,1,197,0,1,0,1225
5,263,27,5,1,20,-4,"Married",0,1,241,0,1,0,400
65,352,30,8,1,27,25,"Married",0,1,225,0,1,0,729
72,453,32,10,1,40,-4,"Married",0,1,287,0,1,0,1600
4,22,19,3,1,25,-4,"Never-married",0,1,236,0,0,0,625
26,56,21,5,1,35,40,"Never-married",0,1,223,0,0,0,1225
60,157,23,7,1,40,150,"Never-married",0,1,333,0,0,0,1600
43,43,19,1,1,23,6,"Never-married",0,1,272,0,1,0,529
35,78,21,2,0,52,7,"Never-married",0,1,337,0,1,0,2704
28,128,21,4,1,45,8,"Never-married",0,1,348,0,1,0,2025
106,273,23,6,0,40,6,"Never-married",0,1,276,0,1,0,1600
11,293,24,8,1,40,5,"Never-married",0,1,192,0,1,0,1600
15,22,23,2,1,40,10,"Never-married",0,1,280,0,0,1,1600
62,84,24,3,1,40,40,"Never-married",0,1,404,0,0,1,1600
271,271,24,1,1,40,20,"Married",0,1,297,0,1,0,1600
366,637,32,2,1,40,5,"Married",0,1,474,0,1,0,1600
21,158,20,3,1,55,-2,"Never-married",0,1,322,0,1,0,3025
70,228,22,4,1,40,20,"Married",0,1,345,0,1,0,1600
42,270,23,5,0,40,-2,"Married",0,1,449,0,1,0,1600
76,356,24,6,1,40,-2,"Married",0,1,706,0,1,0,1600
415,771,33,7,1,40,4,"Married",0,1,858,0,1,0,1600
13,784,33,8,1,40,-4,"Married",0,1,1104,0,1,0,1600
208,208,33,1,1,80,5000,"Married",0,1,319,1,0,1,6400
104,104,26,1,1,20,30,"Never-married",0,1,223,0,0,1,400
224,328,31,2,1,40,3,"Never-married",0,1,800,0,0,1,1600
87,415,33,3,1,40,15,"Married",0,1,562,0,0,1,1600
30,445,33,4,1,40,500,"Married",0,1,554,0,0,1,1600
45,45,18,1,1,4,50,"Never-married",0,0,242,0,1,0,16
135,191,21,3,1,40,40,"Never-married",0,0,706,0,1,0,1600
203,394,25,4,1,50,35,"Never-married",0,0,676,0,1,0,2500
90,484,27,5,1,40,10,"Never-married",0,0,613,0,1,0,1600
18,727,34,21,0,32,30,"Divorced",0,1,306,1,0,0,1024
39,770,34,22,0,40,200,"Divorced",0,1,321,0,0,0,1600
50,137,21,2,1,40,20,"Married",1,1,327,0,1,0,1600
21,158,21,3,1,30,4,"Married",1,1,238,0,1,0,900
56,56,25,1,0,40,6,"Never-married",1,1,560,0,0,1,1600
8,68,25,1,1,40,6,"Never-married",1,1,560,0,0,1,1600
32,100,26,3,1,40,500,"Never-married",1,1,453,0,0,1,1600
182,282,29,4,0,40,5,"Never-married",1,1,411,0,0,1,1600
9,300,31,5,0,8,650,"Never-married",1,1,474,0,0,1,64
89,488,33,7,0,8,500,"Never-married",1,1,321,0,0,1,64
312,339,26,3,1,70,8,"Never-married",0,1,270,0,0,1,4900
21,360,26,4,1,65,3,"Never-married",0,1,499,0,0,1,4225
28,28,18,1,1,15,20,"Never-married",0,1,248,0,1,0,225
128,216,22,3,1,40,6,"Never-married",0,1,282,0,1,0,1600
48,264,23,4,1,40,15,"Never-married",0,1,305,0,1,0,1600
130,394,25,5,1,40,3,"Never-married",0,1,297,0,1,0,1600
188,582,29,6,1,35,-4,"Never-married",0,1,473,0,1,0,1225
3,585,29,7,1,40,-4,"Never-married",0,1,406,0,1,0,1600
121,769,33,9,1,32,5,"Never-married",0,1,327,0,1,0,1024
2,771,33,10,0,32,-4,"Never-married",0,1,272,0,1,0,1024
8,825,35,11,1,6,12,"Never-married",0,1,260,0,1,0,36
10,19,18,2,0,6,-4,"Never-married",1,1,256,0,1,0,36
15,30,19,2,1,20,20,"Never-married",0,1,90,0,1,0,400
7,37,19,3,1,36,-4,"Never-married",0,1,274,0,1,0,1296
42,83,20,5,0,40,560,"Never-married",0,1,348,0,1,0,1600
30,124,21,5,0,40,550,"Never-married",0,1,312,0,1,0,1600
21,43,21,2,1,40,300,"Never-married",1,1,223,0,1,0,1600
13,113,22,4,0,20,30,"Never-married",1,1,243,0,1,0,400
50,169,23,5,1,40,500,"Never-married",1,1,319,0,1,0,1600
23,192,24,6,1,40,30,"Never-married",1,1,72,0,1,0,1600
59,251,25,7,1,38,30,"Never-married",1,1,72,0,1,0,1444
15,266,25,8,1,40,-4,"Never-married",1,1,355,0,1,0,1600
83,349,27,9,1,40,200,"Married",1,1,419,0,1,0,1600
54,403,29,10,1,40,3,"Married",1,1,446,0,1,0,1600
14,14,22,1,1,45,15,"Never-married",1,1,166,1,0,1,2025
10,24,22,2,1,40,-4,"Never-married",1,1,262,1,0,1,1600
38,62,23,3,0,5,-2,"Never-married",1,1,217,0,0,1,25
4,138,25,5,1,40,60,"Married",1,1,371,0,0,1,1600
31,169,25,7,0,40,50,"Married",1,1,353,1,0,1,1600
58,58,19,1,0,3,5,"Never-married",1,1,207,0,1,0,9
65,101,19,2,1,38,220,"Never-married",1,1,261,0,1,0,1444
22,123,20,3,1,45,15,"Never-married",1,1,249,0,1,0,2025
39,162,21,4,0,25,30,"Never-married",1,1,283,0,1,0,625
44,207,21,5,1,36,12,"Never-married",1,1,225,1,1,0,1296
21,388,25,9,1,40,-2,"Never-married",1,1,232,0,1,0,1600
235,623,30,10,0,38,16,"Never-married",1,1,417,0,1,0,1444
17,660,31,10,1,40,-4,"Never-married",1,1,457,0,1,0,1600
21,748,33,14,1,40,-4,"Never-married",1,1,379,0,1,0,1600
142,890,35,15,1,40,2,"Never-married",1,1,397,0,1,0,1600
199,310,26,4,0,15,150,"Never-married",1,1,71,0,1,0,225
10,26,25,3,0,1,5,"Never-married",1,0,262,0,0,1,1
33,33,18,1,1,15,10,"Never-married",1,1,224,1,1,0,225
20,445,29,8,0,25,6,"Married",1,1,451,1,0,1,625
7,501,31,10,0,38,-4,"Married",1,1,541,1,0,1,1444
52,568,33,10,0,60,-4,"Married",1,1,455,1,0,1,3600
4,4,18,1,1,40,-4,"Never-married",1,1,250,0,0,0,1600
127,133,22,3,0,30,10,"Never-married",1,1,236,0,0,0,900
11,202,23,5,0,40,60,"Never-married",1,1,81,0,0,0,1600
16,239,24,6,1,30,20,"Never-married",1,1,79,0,0,0,900
35,288,25,9,1,35,25,"Married",1,1,91,0,0,0,1225
10,298,26,10,1,15,-4,"Married",1,1,288,0,0,0,225
19,329,26,12,1,35,20,"Married",1,1,183,0,0,0,1225
